"year","region","quantity"
"1847","Macaé","3150"
"1847","Mangaratiba","0"
"1847","Maricá","0"
"1847","Rio de Janeiro","2039"
"1847","Província do Rio de Janeiro","0"
"1847","Rio de Janeiro, São Paulo, Santa Catarina","0"
"1847","Província do Rio Grande do Sul","0"
"1847","Rio São Jeso","369"
"1847","Santos","0"
"1847","São Sebastião","0"
"1847","Brasil, região não especificada","444"
"1848","Maranhão","0"
"1848","Taipu","0"
"1848","Bahia, porto não especificado","7563"
"1848","Província de Alagoas","0"
"1848","Maceió","0"
"1848","Porto de Galinhas","0"
"1848","Pernambuco, porto não especificado","0"
"1848","Cabo Frio","1110"
"1848","Campos","0"
"1848","Dois Rios","0"
"1848","Ilha Grande","0"
"1848","Ilha da Marambaia","0"
"1848","Macaé","1255"
"1848","Mangaratiba","0"
"1848","Maricá","0"
"1848","Rio de Janeiro","26057"
"1848","Província do Rio de Janeiro","0"
"1848","Rio de Janeiro, São Paulo, Santa Catarina","2130"
"1848","Província do Rio Grande do Sul","0"
"1848","Rio São Jeso","1243"
"1848","Santos","0"
"1848","São Sebastião","0"
"1848","Brasil, região não especificada","444"
"1849","Maranhão","0"
"1849","Taipu","0"
"1849","Bahia, porto não especificado","989"
"1849","Província de Alagoas","0"
"1849","Maceió","0"
"1849","Porto de Galinhas","0"
"1849","Pernambuco, porto não especificado","0"
"1849","Cabo Frio","0"
"1849","Campos","800"
"1849","Dois Rios","0"
"1849","Ilha Grande","1400"
"1849","Ilha da Marambaia","0"
"1849","Macaé","110"
"1849","Mangaratiba","0"
"1849","Maricá","0"
"1849","Rio de Janeiro","444"
"1849","Província do Rio de Janeiro","3085"
"1849","Rio de Janeiro, São Paulo, Santa Catarina","37243"
"1849","Província do Rio Grande do Sul","0"
"1849","Rio São Jeso","0"
"1849","Santos","0"
"1849","São Sebastião","0"
"1849","Brasil, região não especificada","564"
"1850","Maranhão","0"
"1850","Taipu","0"
"1850","Bahia, porto não especificado","9461"
"1850","Província de Alagoas","0"
"1850","Maceió","0"
"1850","Porto de Galinhas","0"
"1850","Pernambuco, porto não especificado","0"
"1850","Cabo Frio","700"
"1850","Campos","2639"
"1850","Dois Rios","550"
"1850","Ilha Grande","800"
"1850","Ilha da Marambaia","559"
"1850","Macaé","2400"
"1850","Mangaratiba","1560"
"1850","Maricá","499"
"1850","Rio de Janeiro","444"
"1850","Província do Rio de Janeiro","1928"
"1850","Rio de Janeiro, São Paulo, Santa Catarina","4339"
"1850","Província do Rio Grande do Sul","0"
"1850","Rio São Jeso","0"
"1850","Santos","2057"
"1850","São Sebastião","680"
"1850","Brasil, região não especificada","0"
"1851","Maranhão","0"
"1851","Taipu","110"
"1851","Bahia, porto não especificado","871"
"1851","Província de Alagoas","500"
"1851","Maceió","500"
"1851","Porto de Galinhas","0"
"1851","Pernambuco, porto não especificado","350"
"1851","Cabo Frio","0"
"1851","Campos","0"
"1851","Dois Rios","0"
"1851","Ilha Grande","0"
"1851","Ilha da Marambaia","0"
"1851","Macaé","0"
"1851","Mangaratiba","0"
"1851","Maricá","0"
"1851","Rio de Janeiro","1021"
"1851","Província do Rio de Janeiro","3009"
"1851","Rio de Janeiro, São Paulo, Santa Catarina","0"
"1851","Província do Rio Grande do Sul","235"
"1851","Rio São Jeso","0"
"1851","Santos","0"
"1851","São Sebastião","0"
"1851","Brasil, região não especificada","0"
"1852","Maranhão","0"
"1852","Taipu","0"
"1852","Bahia, porto não especificado","0"
"1852","Província de Alagoas","0"
"1852","Maceió","0"
"1852","Porto de Galinhas","0"
"1852","Pernambuco, porto não especificado","0"
"1852","Cabo Frio","0"
"1852","Campos","0"
"1852","Dois Rios","0"
"1852","Ilha Grande","0"
"1852","Ilha da Marambaia","0"
"1852","Macaé","0"
"1852","Mangaratiba","0"
"1852","Maricá","0"
"1852","Rio de Janeiro","0"
"1852","Província do Rio de Janeiro","500"
"1852","Rio de Janeiro, São Paulo, Santa Catarina","0"
"1852","Província do Rio Grande do Sul","484"
"1852","Rio São Jeso","0"
"1852","Santos","0"
"1852","São Sebastião","0"
"1852","Brasil, região não especificada","0"
"1856","Província do Rio de Janeiro","320"
