"year","quantity","state"
"1753","122586","Pernambuco"
"1754","124943","Pernambuco"
"1755","128012","Pernambuco"
"1756","131770","Pernambuco"
"1757","134521","Pernambuco"
"1758","138818","Pernambuco"
"1759","141636","Pernambuco"
"1760","143885","Pernambuco"
"1761","146008","Pernambuco"
"1762","148175","Pernambuco"
"1763","151666","Pernambuco"
"1764","153361","Pernambuco"
"1765","156602","Pernambuco"
"1766","156602","Pernambuco"
"1767","160064","Pernambuco"
"1768","163748","Pernambuco"
"1769","164795","Pernambuco"
"1770","167598","Pernambuco"
"1771","169285","Pernambuco"
"1772","172300","Pernambuco"
"1773","174007","Pernambuco"
"1774","177014","Pernambuco"
"1775","179879","Pernambuco"
"1776","181733","Pernambuco"
"1777","183569","Pernambuco"
"1778","185085","Pernambuco"
"1779","186859","Pernambuco"
"1780","188118","Pernambuco"
"1781","188118","Pernambuco"
"1782","190696","Pernambuco"
"1783","190696","Pernambuco"
"1784","192809","Pernambuco"
"1785","193192","Pernambuco"
"1786","193837","Pernambuco"
"1787","196044","Pernambuco"
"1788","197152","Pernambuco"
"1789","197802","Pernambuco"
"1790","198774","Pernambuco"
"1791","200070","Pernambuco"
"1792","201523","Pernambuco"
"1793","203376","Pernambuco"
"1794","203700","Pernambuco"
"1795","205324","Pernambuco"
"1796","205931","Pernambuco"
"1797","207490","Pernambuco"
"1798","209786","Pernambuco"
"1799","210423","Pernambuco"
"1800","211408","Pernambuco"
"1801","216224","Pernambuco"
"1802","220815","Pernambuco"
"1803","224878","Pernambuco"
"1804","229451","Pernambuco"
"1805","232512","Pernambuco"
"1806","235923","Pernambuco"
"1807","237595","Pernambuco"
"1808","239171","Pernambuco"
"1809","240533","Pernambuco"
"1810","244765","Pernambuco"
"1811","247777","Pernambuco"
"1812","255242","Pernambuco"
"1813","261213","Pernambuco"
"1814","269832","Pernambuco"
"1815","278290","Pernambuco"
"1816","288284","Pernambuco"
"1817","295556","Pernambuco"
"1818","304471","Pernambuco"
"1819","309767","Pernambuco"
"1820","319930","Pernambuco"
"1821","319930","Pernambuco"
"1822","324585","Pernambuco"
"1823","329343","Pernambuco"
"1824","332176","Pernambuco"
"1825","338667","Pernambuco"
"1826","344520","Pernambuco"
"1827","344520","Pernambuco"
"1828","348075","Pernambuco"
"1829","348075","Pernambuco"
"1830","352391","Pernambuco"
"1831","355946","Pernambuco"
"1832","357660","Pernambuco"
"1833","357961","Pernambuco"
"1834","358382","Pernambuco"
"1835","358382","Pernambuco"
"1836","359601","Pernambuco"
"1837","360438","Pernambuco"
"1838","360882","Pernambuco"
"1839","366086","Pernambuco"
"1840","371770","Pernambuco"
"1841","376045","Pernambuco"
"1842","378280","Pernambuco"
"1843","379187","Pernambuco"
"1844","379317","Pernambuco"
"1845","380460","Pernambuco"
"1846","381290","Pernambuco"
"1847","382391","Pernambuco"
"1848","382391","Pernambuco"
"1849","382391","Pernambuco"
"1850","382391","Pernambuco"
"1851","382391","Pernambuco"
"1852","382391","Pernambuco"
"1853","382391","Pernambuco"
"1854","382391","Pernambuco"
"1855","382391","Pernambuco"
"1856","382391","Pernambuco"
"1857","382391","Pernambuco"
"1858","382391","Pernambuco"
"1859","382391","Pernambuco"
"1860","382391","Pernambuco"
"1861","382391","Pernambuco"
"1862","382391","Pernambuco"
"1863","382391","Pernambuco"
"1864","382391","Pernambuco"
"1865","382391","Pernambuco"
"1866","382391","Pernambuco"
"1867","382391","Pernambuco"
"1868","382391","Pernambuco"
"1869","382391","Pernambuco"
"1870","382391","Pernambuco"
"1871","382391","Pernambuco"
"1872","382391","Pernambuco"
"1873","382391","Pernambuco"
"1874","382391","Pernambuco"
"1875","382391","Pernambuco"
"1876","382391","Pernambuco"
"1877","382391","Pernambuco"
"1878","382391","Pernambuco"
"1879","382391","Pernambuco"
"1880","382391","Pernambuco"
"1881","382391","Pernambuco"
"1882","382391","Pernambuco"
"1883","382391","Pernambuco"
"1884","382391","Pernambuco"
"1885","382391","Pernambuco"
"1886","382391","Pernambuco"
"1887","382391","Pernambuco"
"1888","382391","Pernambuco"
"1500","0","Sudeste"
"1501","0","Sudeste"
"1502","0","Sudeste"
"1503","0","Sudeste"
"1504","0","Sudeste"
"1505","0","Sudeste"
"1506","0","Sudeste"
"1507","0","Sudeste"
"1508","0","Sudeste"
"1509","0","Sudeste"
"1510","0","Sudeste"
"1511","0","Sudeste"
"1512","0","Sudeste"
"1513","0","Sudeste"
"1514","0","Sudeste"
"1515","0","Sudeste"
"1516","0","Sudeste"
"1517","0","Sudeste"
"1518","0","Sudeste"
"1519","0","Sudeste"
"1520","0","Sudeste"
"1521","0","Sudeste"
"1522","0","Sudeste"
"1523","0","Sudeste"
"1524","0","Sudeste"
"1525","0","Sudeste"
"1526","0","Sudeste"
"1527","0","Sudeste"
"1528","0","Sudeste"
"1529","0","Sudeste"
"1530","0","Sudeste"
"1531","0","Sudeste"
"1532","0","Sudeste"
"1533","0","Sudeste"
"1534","0","Sudeste"
"1535","0","Sudeste"
"1536","0","Sudeste"
"1537","0","Sudeste"
"1538","0","Sudeste"
"1539","0","Sudeste"
"1540","0","Sudeste"
"1541","0","Sudeste"
"1542","0","Sudeste"
"1543","0","Sudeste"
"1544","0","Sudeste"
"1545","0","Sudeste"
"1546","0","Sudeste"
"1547","0","Sudeste"
"1548","0","Sudeste"
"1549","0","Sudeste"
"1550","0","Sudeste"
"1551","0","Sudeste"
"1552","0","Sudeste"
"1553","0","Sudeste"
"1554","0","Sudeste"
"1555","0","Sudeste"
"1556","0","Sudeste"
"1557","0","Sudeste"
"1558","0","Sudeste"
"1559","0","Sudeste"
"1560","0","Sudeste"
"1561","0","Sudeste"
"1562","0","Sudeste"
"1563","0","Sudeste"
"1564","0","Sudeste"
"1565","0","Sudeste"
"1566","0","Sudeste"
"1567","0","Sudeste"
"1568","0","Sudeste"
"1569","0","Sudeste"
"1570","0","Sudeste"
"1571","0","Sudeste"
"1572","0","Sudeste"
"1573","0","Sudeste"
"1574","0","Sudeste"
"1575","0","Sudeste"
"1576","0","Sudeste"
"1577","0","Sudeste"
"1578","0","Sudeste"
"1579","0","Sudeste"
"1580","0","Sudeste"
"1581","0","Sudeste"
"1582","0","Sudeste"
"1583","0","Sudeste"
"1584","0","Sudeste"
"1585","0","Sudeste"
"1586","0","Sudeste"
"1587","0","Sudeste"
"1588","0","Sudeste"
"1589","0","Sudeste"
"1590","0","Sudeste"
"1591","0","Sudeste"
"1592","0","Sudeste"
"1593","0","Sudeste"
"1594","0","Sudeste"
"1595","0","Sudeste"
"1596","0","Sudeste"
"1597","287","Sudeste"
"1598","287","Sudeste"
"1599","287","Sudeste"
"1600","287","Sudeste"
"1601","287","Sudeste"
"1602","287","Sudeste"
"1603","325","Sudeste"
"1604","325","Sudeste"
"1605","325","Sudeste"
"1606","325","Sudeste"
"1607","635","Sudeste"
"1608","635","Sudeste"
"1609","635","Sudeste"
"1610","635","Sudeste"
"1611","635","Sudeste"
"1612","635","Sudeste"
"1613","635","Sudeste"
"1614","635","Sudeste"
"1615","635","Sudeste"
"1616","635","Sudeste"
"1617","635","Sudeste"
"1618","635","Sudeste"
"1619","635","Sudeste"
"1620","635","Sudeste"
"1621","635","Sudeste"
"1622","635","Sudeste"
"1623","635","Sudeste"
"1624","635","Sudeste"
"1625","635","Sudeste"
"1626","635","Sudeste"
"1627","635","Sudeste"
"1628","635","Sudeste"
"1629","635","Sudeste"
"1630","635","Sudeste"
"1631","635","Sudeste"
"1632","635","Sudeste"
"1633","635","Sudeste"
"1634","635","Sudeste"
"1635","635","Sudeste"
"1636","635","Sudeste"
"1637","635","Sudeste"
"1638","635","Sudeste"
"1639","635","Sudeste"
"1640","635","Sudeste"
"1641","635","Sudeste"
"1642","635","Sudeste"
"1643","635","Sudeste"
"1644","635","Sudeste"
"1645","635","Sudeste"
"1646","635","Sudeste"
"1647","635","Sudeste"
"1648","635","Sudeste"
"1649","635","Sudeste"
"1650","635","Sudeste"
"1651","635","Sudeste"
"1652","635","Sudeste"
"1653","635","Sudeste"
"1654","635","Sudeste"
"1655","635","Sudeste"
"1656","635","Sudeste"
"1657","635","Sudeste"
"1658","635","Sudeste"
"1659","635","Sudeste"
"1660","635","Sudeste"
"1661","635","Sudeste"
"1662","635","Sudeste"
"1663","635","Sudeste"
"1664","966","Sudeste"
"1665","966","Sudeste"
"1666","966","Sudeste"
"1667","966","Sudeste"
"1668","966","Sudeste"
"1669","966","Sudeste"
"1670","966","Sudeste"
"1671","966","Sudeste"
"1672","966","Sudeste"
"1673","966","Sudeste"
"1674","966","Sudeste"
"1675","966","Sudeste"
"1676","966","Sudeste"
"1677","966","Sudeste"
"1678","966","Sudeste"
"1679","966","Sudeste"
"1680","966","Sudeste"
"1681","966","Sudeste"
"1682","966","Sudeste"
"1683","966","Sudeste"
"1684","966","Sudeste"
"1685","966","Sudeste"
"1686","1405","Sudeste"
"1687","1405","Sudeste"
"1688","1405","Sudeste"
"1689","1405","Sudeste"
"1690","1405","Sudeste"
"1691","1405","Sudeste"
"1692","1405","Sudeste"
"1693","1405","Sudeste"
"1694","1405","Sudeste"
"1695","1823","Sudeste"
"1696","1823","Sudeste"
"1697","1823","Sudeste"
"1698","1823","Sudeste"
"1699","3258","Sudeste"
"1700","4215","Sudeste"
"1701","6109","Sudeste"
"1702","6109","Sudeste"
"1703","6109","Sudeste"
"1704","6565","Sudeste"
"1705","6565","Sudeste"
"1706","6565","Sudeste"
"1707","6565","Sudeste"
"1708","6565","Sudeste"
"1709","6565","Sudeste"
"1710","6565","Sudeste"
"1711","6565","Sudeste"
"1712","7404","Sudeste"
"1713","8457","Sudeste"
"1714","9159","Sudeste"
"1715","9700","Sudeste"
"1716","11754","Sudeste"
"1717","12157","Sudeste"
"1718","13295","Sudeste"
"1719","14469","Sudeste"
"1720","14820","Sudeste"
"1721","16325","Sudeste"
"1722","17393","Sudeste"
"1723","20375","Sudeste"
"1724","20375","Sudeste"
"1725","26524","Sudeste"
"1726","30756","Sudeste"
"1727","35710","Sudeste"
"1728","40264","Sudeste"
"1729","41265","Sudeste"
"1730","43078","Sudeste"
"1731","43078","Sudeste"
"1732","43078","Sudeste"
"1733","43307","Sudeste"
"1734","48595","Sudeste"
"1735","48595","Sudeste"
"1736","50034","Sudeste"
"1737","51191","Sudeste"
"1738","56889","Sudeste"
"1739","57564","Sudeste"
"1740","62338","Sudeste"
"1741","68400","Sudeste"
"1742","76281","Sudeste"
"1743","78967","Sudeste"
"1744","85961","Sudeste"
"1745","89567","Sudeste"
"1746","91193","Sudeste"
"1747","97519","Sudeste"
"1748","103818","Sudeste"
"1749","107945","Sudeste"
"1750","109404","Sudeste"
"1751","110570","Sudeste"
"1752","111078","Sudeste"
"1753","112082","Sudeste"
"1754","112994","Sudeste"
"1755","113743","Sudeste"
"1756","115641","Sudeste"
"1757","116703","Sudeste"
"1758","116703","Sudeste"
"1759","117581","Sudeste"
"1760","120137","Sudeste"
"1761","120691","Sudeste"
"1762","124387","Sudeste"
"1763","127810","Sudeste"
"1764","131888","Sudeste"
"1765","137633","Sudeste"
"1766","142469","Sudeste"
"1767","147906","Sudeste"
"1768","148130","Sudeste"
"1769","152473","Sudeste"
"1770","153949","Sudeste"
"1771","159971","Sudeste"
"1772","159998","Sudeste"
"1773","159998","Sudeste"
"1774","161814","Sudeste"
"1775","167037","Sudeste"
"1776","167487","Sudeste"
"1777","168685","Sudeste"
"1778","169184","Sudeste"
"1779","169195","Sudeste"
"1780","169492","Sudeste"
"1781","172085","Sudeste"
"1782","176454","Sudeste"
"1783","179288","Sudeste"
"1784","182852","Sudeste"
"1785","182852","Sudeste"
"1786","185120","Sudeste"
"1787","187869","Sudeste"
"1788","190461","Sudeste"
"1789","194349","Sudeste"
"1790","195802","Sudeste"
"1791","195802","Sudeste"
"1792","200204","Sudeste"
"1793","207748","Sudeste"
"1794","207748","Sudeste"
"1795","207748","Sudeste"
"1796","220521","Sudeste"
"1797","234154","Sudeste"
"1798","241798","Sudeste"
"1799","252462","Sudeste"
"1800","263894","Sudeste"
"1801","263894","Sudeste"
"1802","281241","Sudeste"
"1803","292810","Sudeste"
"1804","292810","Sudeste"
"1805","306537","Sudeste"
"1806","316419","Sudeste"
"1807","316419","Sudeste"
"1808","328451","Sudeste"
"1809","345570","Sudeste"
"1810","369614","Sudeste"
"1811","394205","Sudeste"
"1812","417831","Sudeste"
"1813","440308","Sudeste"
"1814","459651","Sudeste"
"1815","476337","Sudeste"
"1816","500166","Sudeste"
"1817","524015","Sudeste"
"1818","550599","Sudeste"
"1819","569615","Sudeste"
"1820","589148","Sudeste"
"1821","612732","Sudeste"
"1822","643590","Sudeste"
"1823","666785","Sudeste"
"1824","695450","Sudeste"
"1825","723393","Sudeste"
"1826","761088","Sudeste"
"1827","761088","Sudeste"
"1828","808592","Sudeste"
"1829","857008","Sudeste"
"1830","892199","Sudeste"
"1831","892764","Sudeste"
"1832","892880","Sudeste"
"1833","894001","Sudeste"
"1834","894001","Sudeste"
"1835","902355","Sudeste"
"1836","919993","Sudeste"
"1837","955822","Sudeste"
"1838","997528","Sudeste"
"1839","1045236","Sudeste"
"1840","1072113","Sudeste"
"1841","1072113","Sudeste"
"1842","1088565","Sudeste"
"1843","1105966","Sudeste"
"1844","1123287","Sudeste"
"1845","1140888","Sudeste"
"1846","1147186","Sudeste"
"1847","1147186","Sudeste"
"1848","1178981","Sudeste"
"1849","1222063","Sudeste"
"1850","1241218","Sudeste"
"1851","1245483","Sudeste"
"1852","1246467","Sudeste"
"1853","1246467","Sudeste"
"1854","1246467","Sudeste"
"1855","1246467","Sudeste"
"1856","1246787","Sudeste"
"1857","1246787","Sudeste"
"1858","1246787","Sudeste"
"1859","1246787","Sudeste"
"1860","1246787","Sudeste"
"1861","1246787","Sudeste"
"1862","1246787","Sudeste"
"1863","1246787","Sudeste"
"1864","1246787","Sudeste"
"1865","1246787","Sudeste"
"1866","1246787","Sudeste"
"1867","1246787","Sudeste"
"1868","1246787","Sudeste"
"1869","1246787","Sudeste"
"1870","1246787","Sudeste"
"1871","1246787","Sudeste"
"1872","1246787","Sudeste"
"1873","1246787","Sudeste"
"1874","1246787","Sudeste"
"1875","1246787","Sudeste"
"1876","1246787","Sudeste"
"1877","1246787","Sudeste"
"1878","1246787","Sudeste"
"1879","1246787","Sudeste"
"1880","1246787","Sudeste"
"1881","1246787","Sudeste"
"1882","1246787","Sudeste"
"1883","1246787","Sudeste"
"1884","1246787","Sudeste"
"1885","1246787","Sudeste"
"1886","1246787","Sudeste"
"1887","1246787","Sudeste"
"1888","1246787","Sudeste"
"1500","0","Indefinido"
"1501","0","Indefinido"
"1502","0","Indefinido"
"1503","0","Indefinido"
"1504","0","Indefinido"
"1505","0","Indefinido"
"1506","0","Indefinido"
"1507","0","Indefinido"
"1508","0","Indefinido"
"1509","0","Indefinido"
"1510","0","Indefinido"
"1511","0","Indefinido"
"1512","0","Indefinido"
"1513","0","Indefinido"
"1514","0","Indefinido"
"1515","0","Indefinido"
"1516","0","Indefinido"
"1517","0","Indefinido"
"1518","0","Indefinido"
"1519","0","Indefinido"
"1520","0","Indefinido"
"1521","0","Indefinido"
"1522","0","Indefinido"
"1523","0","Indefinido"
"1524","0","Indefinido"
"1525","0","Indefinido"
"1526","0","Indefinido"
"1527","0","Indefinido"
"1528","0","Indefinido"
"1529","0","Indefinido"
"1530","0","Indefinido"
"1531","0","Indefinido"
"1532","0","Indefinido"
"1533","0","Indefinido"
"1534","0","Indefinido"
"1535","0","Indefinido"
"1536","0","Indefinido"
"1537","0","Indefinido"
"1538","0","Indefinido"
"1539","0","Indefinido"
"1540","0","Indefinido"
"1541","0","Indefinido"
"1542","0","Indefinido"
"1543","0","Indefinido"
"1544","0","Indefinido"
"1545","0","Indefinido"
"1546","0","Indefinido"
"1547","0","Indefinido"
"1548","0","Indefinido"
"1549","0","Indefinido"
"1550","0","Indefinido"
"1551","0","Indefinido"
"1552","0","Indefinido"
"1553","0","Indefinido"
"1554","0","Indefinido"
"1555","0","Indefinido"
"1556","0","Indefinido"
"1557","0","Indefinido"
"1558","0","Indefinido"
"1559","0","Indefinido"
"1560","0","Indefinido"
"1561","0","Indefinido"
"1562","0","Indefinido"
"1563","0","Indefinido"
"1564","0","Indefinido"
"1565","0","Indefinido"
"1566","0","Indefinido"
"1567","0","Indefinido"
"1568","0","Indefinido"
"1569","0","Indefinido"
"1570","0","Indefinido"
"1571","0","Indefinido"
"1572","0","Indefinido"
"1573","0","Indefinido"
"1574","0","Indefinido"
"1575","0","Indefinido"
"1576","0","Indefinido"
"1577","0","Indefinido"
"1578","0","Indefinido"
"1579","0","Indefinido"
"1580","0","Indefinido"
"1581","0","Indefinido"
"1582","0","Indefinido"
"1583","0","Indefinido"
"1584","0","Indefinido"
"1585","0","Indefinido"
"1586","0","Indefinido"
"1587","0","Indefinido"
"1588","0","Indefinido"
"1589","0","Indefinido"
"1590","0","Indefinido"
"1591","0","Indefinido"
"1592","0","Indefinido"
"1593","0","Indefinido"
"1594","0","Indefinido"
"1595","0","Indefinido"
"1596","0","Indefinido"
"1597","287","Indefinido"
"1598","287","Indefinido"
"1599","287","Indefinido"
"1600","287","Indefinido"
"1601","287","Indefinido"
"1602","287","Indefinido"
"1603","287","Indefinido"
"1604","287","Indefinido"
"1605","287","Indefinido"
"1606","287","Indefinido"
"1607","287","Indefinido"
"1608","287","Indefinido"
"1609","287","Indefinido"
"1610","287","Indefinido"
"1611","287","Indefinido"
"1612","287","Indefinido"
"1613","287","Indefinido"
"1614","287","Indefinido"
"1615","287","Indefinido"
"1616","287","Indefinido"
"1617","287","Indefinido"
"1618","287","Indefinido"
"1619","287","Indefinido"
"1620","287","Indefinido"
"1621","287","Indefinido"
"1622","287","Indefinido"
"1623","287","Indefinido"
"1624","287","Indefinido"
"1625","287","Indefinido"
"1626","287","Indefinido"
"1627","532","Indefinido"
"1628","532","Indefinido"
"1629","532","Indefinido"
"1630","532","Indefinido"
"1631","532","Indefinido"
"1632","532","Indefinido"
"1633","532","Indefinido"
"1634","532","Indefinido"
"1635","532","Indefinido"
"1636","532","Indefinido"
"1637","532","Indefinido"
"1638","532","Indefinido"
"1639","532","Indefinido"
"1640","532","Indefinido"
"1641","662","Indefinido"
"1642","662","Indefinido"
"1643","662","Indefinido"
"1644","820","Indefinido"
"1645","1291","Indefinido"
"1646","1291","Indefinido"
"1647","1551","Indefinido"
"1648","1551","Indefinido"
"1649","1551","Indefinido"
"1650","1551","Indefinido"
"1651","1551","Indefinido"
"1652","1551","Indefinido"
"1653","1551","Indefinido"
"1654","1551","Indefinido"
"1655","1551","Indefinido"
"1656","1551","Indefinido"
"1657","1551","Indefinido"
"1658","1551","Indefinido"
"1659","1551","Indefinido"
"1660","1551","Indefinido"
"1661","1551","Indefinido"
"1662","1551","Indefinido"
"1663","1551","Indefinido"
"1664","1551","Indefinido"
"1665","1551","Indefinido"
"1666","1551","Indefinido"
"1667","1551","Indefinido"
"1668","1551","Indefinido"
"1669","1551","Indefinido"
"1670","1551","Indefinido"
"1671","1680","Indefinido"
"1672","1680","Indefinido"
"1673","1680","Indefinido"
"1674","1680","Indefinido"
"1675","1680","Indefinido"
"1676","1680","Indefinido"
"1677","1680","Indefinido"
"1678","1680","Indefinido"
"1679","1680","Indefinido"
"1680","1680","Indefinido"
"1681","1680","Indefinido"
"1682","1680","Indefinido"
"1683","1680","Indefinido"
"1684","1680","Indefinido"
"1685","1680","Indefinido"
"1686","1680","Indefinido"
"1687","1680","Indefinido"
"1688","1680","Indefinido"
"1689","1680","Indefinido"
"1690","1680","Indefinido"
"1691","1680","Indefinido"
"1692","1680","Indefinido"
"1693","1680","Indefinido"
"1694","1680","Indefinido"
"1695","1680","Indefinido"
"1696","1680","Indefinido"
"1697","1680","Indefinido"
"1698","1680","Indefinido"
"1699","1680","Indefinido"
"1700","1680","Indefinido"
"1701","1680","Indefinido"
"1702","1785","Indefinido"
"1703","1785","Indefinido"
"1704","1785","Indefinido"
"1705","1785","Indefinido"
"1706","1785","Indefinido"
"1707","1785","Indefinido"
"1708","1785","Indefinido"
"1709","1785","Indefinido"
"1710","1785","Indefinido"
"1711","2188","Indefinido"
"1712","2188","Indefinido"
"1713","2188","Indefinido"
"1714","2188","Indefinido"
"1715","2188","Indefinido"
"1716","2188","Indefinido"
"1717","2188","Indefinido"
"1718","2188","Indefinido"
"1719","2188","Indefinido"
"1720","3081","Indefinido"
"1721","3081","Indefinido"
"1722","3167","Indefinido"
"1723","3167","Indefinido"
"1724","3427","Indefinido"
"1725","3966","Indefinido"
"1726","4238","Indefinido"
"1727","4551","Indefinido"
"1728","4551","Indefinido"
"1729","4551","Indefinido"
"1730","4551","Indefinido"
"1731","4551","Indefinido"
"1732","4677","Indefinido"
"1733","4677","Indefinido"
"1734","4677","Indefinido"
"1735","4677","Indefinido"
"1736","4751","Indefinido"
"1737","4751","Indefinido"
"1738","5774","Indefinido"
"1739","5774","Indefinido"
"1740","5774","Indefinido"
"1741","5774","Indefinido"
"1742","6131","Indefinido"
"1743","6488","Indefinido"
"1744","6488","Indefinido"
"1745","6488","Indefinido"
"1746","6488","Indefinido"
"1747","6488","Indefinido"
"1748","6488","Indefinido"
"1749","6488","Indefinido"
"1750","6488","Indefinido"
"1751","6488","Indefinido"
"1752","6488","Indefinido"
"1753","6801","Indefinido"
"1754","6801","Indefinido"
"1755","6801","Indefinido"
"1756","7369","Indefinido"
"1757","7369","Indefinido"
"1758","7369","Indefinido"
"1759","7369","Indefinido"
"1760","7369","Indefinido"
"1761","7369","Indefinido"
"1762","7369","Indefinido"
"1763","7369","Indefinido"
"1764","7369","Indefinido"
"1765","7369","Indefinido"
"1766","7369","Indefinido"
"1767","7369","Indefinido"
"1768","7369","Indefinido"
"1769","7369","Indefinido"
"1770","7720","Indefinido"
"1771","7720","Indefinido"
"1772","7908","Indefinido"
"1773","7908","Indefinido"
"1774","7908","Indefinido"
"1775","7908","Indefinido"
"1776","7908","Indefinido"
"1777","7908","Indefinido"
"1778","7908","Indefinido"
"1779","7908","Indefinido"
"1780","7908","Indefinido"
"1781","7908","Indefinido"
"1782","7908","Indefinido"
"1783","7908","Indefinido"
"1784","7908","Indefinido"
"1785","7908","Indefinido"
"1786","7908","Indefinido"
"1787","7908","Indefinido"
"1788","7908","Indefinido"
"1789","7908","Indefinido"
"1790","7908","Indefinido"
"1791","7908","Indefinido"
"1792","7908","Indefinido"
"1793","7908","Indefinido"
"1794","7908","Indefinido"
"1795","7908","Indefinido"
"1796","7908","Indefinido"
"1797","7908","Indefinido"
"1798","7908","Indefinido"
"1799","7908","Indefinido"
"1800","7908","Indefinido"
"1801","7908","Indefinido"
"1802","7908","Indefinido"
"1803","7908","Indefinido"
"1804","7994","Indefinido"
"1805","7994","Indefinido"
"1806","8494","Indefinido"
"1807","8628","Indefinido"
"1808","9049","Indefinido"
"1809","9049","Indefinido"
"1810","9049","Indefinido"
"1811","9049","Indefinido"
"1812","9049","Indefinido"
"1813","9049","Indefinido"
"1814","9049","Indefinido"
"1815","9049","Indefinido"
"1816","9049","Indefinido"
"1817","9266","Indefinido"
"1818","9586","Indefinido"
"1819","9586","Indefinido"
"1820","9586","Indefinido"
"1821","10359","Indefinido"
"1822","11124","Indefinido"
"1823","11669","Indefinido"
"1824","11919","Indefinido"
"1825","12272","Indefinido"
"1826","12272","Indefinido"
"1827","12692","Indefinido"
"1828","12692","Indefinido"
"1829","12692","Indefinido"
"1830","13132","Indefinido"
"1831","13132","Indefinido"
"1832","13132","Indefinido"
"1833","13132","Indefinido"
"1834","13132","Indefinido"
"1835","13132","Indefinido"
"1836","13569","Indefinido"
"1837","13569","Indefinido"
"1838","13569","Indefinido"
"1839","13829","Indefinido"
"1840","13829","Indefinido"
"1841","14784","Indefinido"
"1842","15956","Indefinido"
"1843","15956","Indefinido"
"1844","15956","Indefinido"
"1845","15956","Indefinido"
"1846","16400","Indefinido"
"1847","16844","Indefinido"
"1848","17288","Indefinido"
"1849","17852","Indefinido"
"1850","17852","Indefinido"
"1851","17852","Indefinido"
"1852","17852","Indefinido"
"1853","17852","Indefinido"
"1854","17852","Indefinido"
"1855","17852","Indefinido"
"1856","17852","Indefinido"
"1857","17852","Indefinido"
"1858","17852","Indefinido"
"1859","17852","Indefinido"
"1860","17852","Indefinido"
"1861","17852","Indefinido"
"1862","17852","Indefinido"
"1863","17852","Indefinido"
"1864","17852","Indefinido"
"1865","17852","Indefinido"
"1866","17852","Indefinido"
"1867","17852","Indefinido"
"1868","17852","Indefinido"
"1869","17852","Indefinido"
"1870","17852","Indefinido"
"1871","17852","Indefinido"
"1872","17852","Indefinido"
"1873","17852","Indefinido"
"1874","17852","Indefinido"
"1875","17852","Indefinido"
"1876","17852","Indefinido"
"1877","17852","Indefinido"
"1878","17852","Indefinido"
"1879","17852","Indefinido"
"1880","17852","Indefinido"
"1881","17852","Indefinido"
"1882","17852","Indefinido"
"1883","17852","Indefinido"
"1884","17852","Indefinido"
"1885","17852","Indefinido"
"1886","17852","Indefinido"
"1887","17852","Indefinido"
"1888","17852","Indefinido"
"1500","0","Total"
"1501","0","Total"
"1502","0","Total"
"1503","0","Total"
"1504","0","Total"
"1505","0","Total"
"1506","0","Total"
"1507","0","Total"
"1508","0","Total"
"1509","0","Total"
"1510","0","Total"
"1511","0","Total"
"1512","0","Total"
"1513","0","Total"
"1514","0","Total"
"1515","0","Total"
"1516","0","Total"
"1517","0","Total"
"1518","0","Total"
"1519","0","Total"
"1520","0","Total"
"1521","0","Total"
"1522","0","Total"
"1523","0","Total"
"1524","0","Total"
"1525","0","Total"
"1526","0","Total"
"1527","0","Total"
"1528","0","Total"
"1529","0","Total"
"1530","0","Total"
"1531","0","Total"
"1532","0","Total"
"1533","0","Total"
"1534","0","Total"
"1535","0","Total"
"1536","0","Total"
"1537","0","Total"
"1538","0","Total"
"1539","0","Total"
"1540","0","Total"
"1541","0","Total"
"1542","0","Total"
"1543","0","Total"
"1544","0","Total"
"1545","0","Total"
"1546","0","Total"
"1547","0","Total"
"1548","0","Total"
"1549","0","Total"
"1550","0","Total"
"1551","0","Total"
"1552","0","Total"
"1553","0","Total"
"1554","0","Total"
"1555","0","Total"
"1556","0","Total"
"1557","0","Total"
"1558","0","Total"
"1559","0","Total"
"1560","0","Total"
"1561","0","Total"
"1562","0","Total"
"1563","0","Total"
"1564","0","Total"
"1565","0","Total"
"1566","0","Total"
"1567","0","Total"
"1568","0","Total"
"1569","0","Total"
"1570","0","Total"
"1571","0","Total"
"1572","0","Total"
"1573","0","Total"
"1574","48","Total"
"1575","332","Total"
"1576","415","Total"
"1577","415","Total"
"1578","415","Total"
"1579","415","Total"
"1580","415","Total"
"1581","415","Total"
"1582","581","Total"
"1583","581","Total"
"1584","581","Total"
"1585","581","Total"
"1586","581","Total"
"1587","581","Total"
"1588","581","Total"
"1589","581","Total"
"1590","581","Total"
"1591","581","Total"
"1592","581","Total"
"1593","581","Total"
"1594","581","Total"
"1595","581","Total"
"1596","581","Total"
"1597","1155","Total"
"1598","1155","Total"
"1599","1155","Total"
"1600","1155","Total"
"1601","1155","Total"
"1602","1155","Total"
"1603","1193","Total"
"1604","1480","Total"
"1605","1480","Total"
"1606","1480","Total"
"1607","1817","Total"
"1608","1817","Total"
"1609","1817","Total"
"1610","2026","Total"
"1611","2131","Total"
"1612","2131","Total"
"1613","2131","Total"
"1614","2131","Total"
"1615","2131","Total"
"1616","2131","Total"
"1617","2131","Total"
"1618","2131","Total"
"1619","2131","Total"
"1620","2131","Total"
"1621","2131","Total"
"1622","2131","Total"
"1623","2131","Total"
"1624","2567","Total"
"1625","2567","Total"
"1626","2715","Total"
"1627","4086","Total"
"1628","4086","Total"
"1629","4086","Total"
